MapNo,Lon,Lat,DeltaR,DeltaRErr,Reference,Locality,Subregion,Notes,CollectionYear,ReservoirAge,ReservoirErr,C14age,C14err,LabID,Delta13C,TaxaNo,RefNo,nextime,last_changed
853,-65.37,47.08,-153,50,"McNeely R., :2006","Middle Is., NB",Gulf of St. Lawrence southwestern,,1950,251,50,450,50,CAMS-34656,-2.1,73,105,,11/08/2020 23:00
854,-65.37,47.08,-133,60,"McNeely R., :2006","Middle Is., NB",Gulf of St. Lawrence southwestern,,1950,271,60,470,60,CAMS-34658,-0.66,32,105,,11/08/2020 23:00
855,-65.37,47.08,-63,50,"McNeely R., :2006","Bartibog Is., NB",Gulf of St. Lawrence southwestern,,1950,341,50,540,50,CAMS-34659,-5.48,32,105,,11/08/2020 23:00
856,-63.67,45.83,-214,40,"McNeely R., :2006","Pugwash Basin, NS",Gulf of St. Lawrence southwestern,,1899,303,40,400,40,CAMS-46750,-0.38,73,105,,11/08/2020 23:00
857,-63.17,48.17,86,40,"McNeely R., :2006","Banc de lOrphelin, QC",Gulf of St. Lawrence southwestern,,1899,603,40,700,40,CAMS-46753,-0.19,23,105,,11/08/2020 23:00
858,-64.28,48.77,268,40,"McNeely R., :2006","Baie de Gasp�, QC",Gulf of St. Lawrence southwestern,,1867,785,40,910,40,CAMS-47245,0.89,23,105,,11/08/2020 23:00
859,-63.3,46.47,-33,50,"McNeely R., :2006","North Rustico, PEI",Gulf of St. Lawrence southwestern,,1950,371,50,570,50,CAMS-47246,0.38,155,105,,11/08/2020 23:00
860,-62.83,47.5,-103,30,"McNeely R., :2006","Banc Bradelle, QC",Gulf of St. Lawrence southwestern,,1937,339,30,500,30,CAMS-64251,2.3,57,105,,11/08/2020 23:00
861,-65.83,48,-76,50,"McNeely R., :2006","Baie des Chaleurs, QC",Gulf of St. Lawrence southwestern,,1860,445,50,570,50,GSC-6044,-0.39,73,105,,11/08/2020 23:00
862,-65.83,48,-76,80,"McNeely R., :2006","Baie des Chaleurs, QC",Gulf of St. Lawrence southwestern,,1860,445,80,570,80,GSC-60442L,-0.39,73,105,,31/08/2023 09:36
863,-65.37,47.08,-113,80,"McNeely R., :2006","Middle Is., NB",Gulf of St. Lawrence southwestern,,1950,291,80,490,80,GSC-6114,-2.28,73,105,,11/08/2020 23:00
864,-65.32,47.1,-53,60,"McNeely R., :2006","Sheldrake Is., NB",Gulf of St. Lawrence southwestern,,1950,351,60,550,60,GSC-6116,-1.67,73,105,,11/08/2020 23:00
865,-65.38,47.07,-93,60,"McNeely R., :2006","Loggieville, NB",Gulf of St. Lawrence southwestern,,1950,311,60,510,60,GSC-6118,-1.53,155,105,,11/08/2020 23:00
866,-63,47,-83,50,"McNeely R., :2006","Gulf of St. Lawrence, PEI",Gulf of St. Lawrence southwestern,,1952,317,50,520,50,TO-5626,0,73,105,,11/08/2020 23:00
867,-64.92,47.08,-63,60,"McNeely R., :2006","Escumimac, NB",Gulf of St. Lawrence southwestern,,1950,341,60,540,60,TO-8056,0.05,155,105,,11/08/2020 23:00
868,-65.37,47.08,-113,60,"McNeely R., :2006","England Warf, NB",Gulf of St. Lawrence southwestern,,1950,291,60,490,60,TO-8057,-2.26,150,105,,11/08/2020 23:00
869,-64.28,48.77,263,20,"McNeely R., :2006","Baie de Gasp�, QC",Gulf of St. Lawrence southwestern,,1867,780,20,905,20,UCIAMS-6023,0.89,23,105,,11/08/2020 23:00
870,-64.97,48.18,36,15,"McNeely R., :2006","Port-Daniel, QC",Gulf of St. Lawrence southwestern,,1899,553,20,650,15,UCIAMS-6024,0.18,155,105,,11/08/2020 23:00
871,-76.6,56.5,26,40,Coulthard RD:2010,"Richmond Gulf, NU",Hudson Bay,,1920,493,40,630,40,CAMS-46545,0.06,155,32,,11/08/2020 23:00
872,-78.89,56.45,-183,40,"McNeely R., :2006","Belcher Is., NU",Hudson Bay,,1959,203,40,420,40,CAMS-46548,0.68,108,105,,11/08/2020 23:00
873,-94.07,58.83,-103,40,Coulthard RD:2010,"Churchill, MB",Hudson Bay,,1953,295,40,500,40,CAMS-46553,2.18,108,32,,11/08/2020 23:00
874,-76.33,56.25,-24,50,Coulthard RD:2010,"Richmond Gulf, NU",Hudson Bay,,1920,443,50,580,50,CAMS-46561,0.23,153,32,,11/08/2020 23:00
875,-77.75,55.28,-33,50,Coulthard RD:2010,"Great Whale River, NU",Hudson Bay,,1949,373,50,570,50,CAMS-47247,0.29,155,32,,11/08/2020 23:00
876,-75.57,64.33,-3,50,Coulthard RD:2010,"Hudson Strait, NU",Hudson Strait,,1954,393,50,600,50,CAMS-34648,2.85,152,32,,11/08/2020 23:00
877,-71.97,61.63,-104,50,Coulthard RD:2010,"Wakeham Bay, NU",Hudson Strait,,1920,363,50,500,50,CAMS-46546,0.25,155,32,,11/08/2020 23:00
878,-69.93,60.83,27,40,"McNeely R., :2006","Diana Bay, NU",Hudson Strait,,1950,431,40,630,40,CAMS-46550,0.74,131,105,,11/08/2020 23:00
879,-76.55,64.23,-153,40,Coulthard RD:2010,"Cape Dorset, NU",Hudson Strait,,1954,243,40,450,40,CAMS-46551,2.36,74,32,,11/08/2020 23:00
880,-76.55,64.23,-23,40,Coulthard RD:2010,"Cape Dorset, NU",Hudson Strait,,1954,373,40,580,40,CAMS-46556,-2.01,108,32,,11/08/2020 23:00
881,-76.55,64.23,-63,50,Coulthard RD:2010,"Cape Dorset, NU",Hudson Strait,,1954,333,50,540,50,CAMS-46559,2.68,152,32,,11/08/2020 23:00
882,-79.5,52,367,40,Coulthard RD:2010,"Charlton Is., NU",James Bay,,1941,796,40,970,40,CAMS-46755,-0.02,155,32,,11/08/2020 23:00
883,-79,52.95,116,40,Coulthard RD:2010,"Paint Hills Island, NU",James Bay,,1920,583,40,720,40,CAMS-46757,1.18,108,32,,11/08/2020 23:00
884,-79.5,52,446,40,Coulthard RD:2010,"Charlton Is., NU",James Bay,,1920,913,40,1050,40,CAMS-46759,-2.43,155,32,,11/08/2020 23:00
885,-79,52.95,136,40,Coulthard RD:2010,"Paint Hills Island, NU",James Bay,,1920,603,40,740,40,CAMS-46760,-0.76,155,32,,11/08/2020 23:00
886,-78.75,52.6,206,40,Coulthard RD:2010,"Old Factory Bay, NU",James Bay,,1920,673,40,810,40,CAMS-46761,-1.01,157,32,,11/08/2020 23:00
887,-79.87,53.12,146,40,Coulthard RD:2010,"South Twin Is., NU",James Bay,,1920,613,40,750,40,CAMS-48978,2.04,150,32,,11/08/2020 23:00
888,-79.5,52,346,40,Coulthard RD:2010,"Charlton Is., NU",James Bay,,1920,813,40,950,40,CAMS-48979,2.01,155,32,,11/08/2020 23:00
889,-79.5,52,241,20,Coulthard RD:2010,"Charlton Is., NU",James Bay,,1920,708,20,845,20,UCIAMS-6017,2.01,155,32,,11/08/2020 23:00
890,-56.07,52,76,50,"McNeely R., :2006","Temple Bay, NF",Labrador,,1923,537,50,680,50,CAMS-35488,0.67,263,105,,11/08/2020 23:00
891,-61.63,56.57,-33,40,"McNeely R., :2006","Nain, Lbdr",Labrador,,1955,361,40,570,40,CAMS-46756,0.56,263,105,,11/08/2020 23:00
892,-56.92,53.77,12,40,"McNeely R., :2006","Egg Hbr, Lbdr",Labrador,,1908,507,40,620,40,CAMS-64243,0.8,212,105,,11/08/2020 23:00
893,-56.92,53.77,-48,40,"McNeely R., :2006","Egg Hbr, Lbdr",Labrador,,1908,447,40,560,40,CAMS-64244,1.6,23,105,,11/08/2020 23:00
894,-56.92,53.77,-98,40,"McNeely R., :2006","Egg Hbr, Lbdr",Labrador,,1908,397,40,510,40,CAMS-64245,1.5,62,105,,11/08/2020 23:00
895,-56.92,53.77,72,40,"McNeely R., :2006","Egg Hbr, Lbdr",Labrador,,1908,567,40,680,40,CAMS-64246,1,151,105,,11/08/2020 23:00
896,-62,58,-38,40,"McNeely R., :2006","Cape Mugford, Lbdr",Labrador,,1908,457,40,570,40,CAMS-64247,2.2,108,105,,11/08/2020 23:00
897,-62.63,58.2,152,40,"McNeely R., :2006","Hebron, Lbdr",Labrador,,1908,647,40,760,40,CAMS-64248,1.7,23,105,,11/08/2020 23:00
898,-56.43,53.8,-88,40,"McNeely R., :2006","Grady Hbr, Lbdr",Labrador,,1908,407,40,520,40,CAMS-64249,1.7,108,105,,11/08/2020 23:00
899,-63.73,59.28,-8,40,"McNeely R., :2006","Komaktorvik Fd, Lbdr",Labrador,,1908,487,40,600,40,CAMS-64255,-1.2,212,105,,11/08/2020 23:00
900,-64.13,59.83,12,30,"McNeely R., :2006","Eclipse Hbr, Lbdr",Labrador,,1908,507,30,620,30,CAMS-64256,1.6,57,105,,11/08/2020 23:00
901,-61.58,56.58,-58,40,"McNeely R., :2006","Nain, Lbdr",Labrador,,1908,437,40,550,40,CAMS-64257,1.1,62,105,,11/08/2020 23:00
902,-61.68,56.53,-8,40,"McNeely R., :2006","Nain, Lbdr",Labrador,,1908,487,40,600,40,CAMS-64258,1.6,23,105,,11/08/2020 23:00
903,-61.58,56.58,62,40,"McNeely R., :2006","Nain, Lbdr",Labrador,,1908,557,40,670,40,CAMS-64259,2.2,108,105,,11/08/2020 23:00
904,-61.58,56.58,-128,40,"McNeely R., :2006","Nain, Lbdr",Labrador,,1908,367,40,480,40,CAMS-64260,1.6,23,105,,11/08/2020 23:00
905,-61.35,57.15,-48,40,"McNeely R., :2006","Beachy Is., Lbdr",Labrador,,1908,447,40,560,40,CAMS-64261,0.3,131,105,,11/08/2020 23:00
906,-61.68,56.53,-18,40,"McNeely R., :2006","Nain, Lbdr",Labrador,,1908,477,40,590,40,CAMS-64262,1.1,108,105,,11/08/2020 23:00
907,-57.22,54.45,-98,40,"McNeely R., :2006","Indian Hbr, Lbdr",Labrador,,1908,397,40,510,40,CAMS-64263,1,130,105,,11/08/2020 23:00
908,-55.58,51.37,-49,30,"McNeely R., :2006","St. Anthony, NF",Labrador,,1906,454,30,560,30,CAMS-64265,1.6,130,105,,11/08/2020 23:00
909,-56.92,53.77,-48,40,"McNeely R., :2006","Egg Hbr, Lbdr",Labrador,,1908,447,40,560,40,CAMS-65802,-0.8,212,105,,11/08/2020 23:00
910,-62.45,58.35,-28,40,"McNeely R., :2006","Fish Is., Lbdr",Labrador,,1908,467,40,580,40,CAMS-65803,0.12,62,105,,11/08/2020 23:00
911,-61.35,57.15,-68,30,"McNeely R., :2006","Beachy Is., Lbdr",Labrador,,1908,427,30,540,30,CAMS-65804,1.03,62,105,,11/08/2020 23:00
912,-56.92,53.77,-28,40,"McNeely R., :2006","Egg Hbr, Lbdr",Labrador,,1908,467,40,580,40,CAMS-65806,1.44,212,105,,11/08/2020 23:00
913,-62.45,58.35,72,40,"McNeely R., :2006","Fish Is., Lbdr",Labrador,,1908,567,40,680,40,CAMS-65807,0.66,131,105,,11/08/2020 23:00
914,-61.68,56.53,42,40,"McNeely R., :2006","Nain, Lbdr",Labrador,,1908,537,40,650,40,CAMS-65808,1,151,105,,11/08/2020 23:00
915,-62.63,58.2,77,20,"McNeely R., :2006","Hebron, Lbdr",Labrador,,1908,572,20,685,20,UCIAMS-6575,1.7,23,105,,11/08/2020 23:00
916,-124,49.5,355,40,"McNeely R., :2006","Georgia Strait, BC",Pacific Inner passage,,1918,828,40,960,40,CAMS-17915,0,128,105,,11/08/2020 23:00
917,-123.1,48.2,265,50,"McNeely R., :2006","San Juans, WA",Pacific Inner passage,,1918,738,50,870,50,CAMS-17916,0,128,105,,11/08/2020 23:00
918,-123.2,48.1,256,50,"McNeely R., :2006","Port Crescent, WA",Pacific Inner passage,,1890,770,50,880,50,CAMS-17917,0,128,105,,11/08/2020 23:00
919,-124.82,49.93,387,50,"McNeely R., :2006","Savary Is., BC",Pacific Inner passage,,1955,781,50,990,50,CAMS-33137,0.28,202,105,,11/08/2020 23:00
920,-123.37,48.43,271,50,"McNeely R., :2006","Victoria, BC",Pacific Inner passage,,1885,784,50,900,50,CAMS-33141,-0.4,155,105,,11/08/2020 23:00
921,-124.17,49.49,257,50,"McNeely R., :2006","Comox, BC",Pacific Inner passage,,1954,653,50,860,50,CAMS-33151,2,76,105,,11/08/2020 23:00
922,-123.95,49.2,282,50,"McNeely R., :2006","Departure Bay, BC",Pacific Inner passage,,1908,777,50,890,50,CAMS-33356,1.02,132,105,,11/08/2020 23:00
923,-124.2,49.27,247,50,"McNeely R., :2006","Nanoose Bay, BC",Pacific Inner passage,,1955,641,50,850,50,CAMS-34652,1.73,151,105,,11/08/2020 23:00
924,-123.7,48.92,257,50,"McNeely R., :2006","Chemainus Bay, BC",Pacific Inner passage,,1955,651,50,860,50,CAMS-34655,1.16,32,105,,11/08/2020 23:00
925,-123.72,48.38,199,50,"McNeely R., :2006","Sooke, BC",Pacific Inner passage,,1893,719,50,820,50,CAMS-46262,-0.32,63,105,,11/08/2020 23:00
926,-123.2,49.3,255,40,"McNeely R., :2006","Burrard Inlet, BC",Pacific Inner passage,,1889,767,40,880,40,CAMS-46751,-0.8,63,105,,11/08/2020 23:00
927,-122.5,48,233,40,"McNeely R., :2006","Puget Sound, WA",Pacific Inner passage,"c,k",1910,722,40,840,40,GSC-3130,0.3,187,105,,11/08/2020 23:00
928,-123.7,48.92,197,70,"McNeely R., :2006","Chemainus Bay, BC",Pacific Inner passage,,1955,591,70,800,70,GSC-6086,-0.6,72,105,,11/08/2020 23:00
929,-123.37,48.43,236,20,"McNeely R., :2006","Victoria, BC",Pacific Inner passage,,1885,749,20,865,20,UCIAMS-6006,-0.4,155,105,,11/08/2020 23:00
930,-123.72,48.38,289,20,"McNeely R., :2006","Sooke, BC",Pacific Inner passage,,1893,809,20,910,20,UCIAMS-6007,0.58,153,105,,11/08/2020 23:00
931,-135.5,57,248,60,"McNeely R., :2006","Sitka Sound, AK",Pacific Outer Coast,,1867,765,60,890,60,CAMS-06562,0,171,105,,11/08/2020 23:00
932,-146.33,59.43,217,50,"McNeely R., :2006","Middleton Is., AK",Pacific Outer Coast,,1956,609,50,820,50,CAMS-13749,0,5,105,,11/08/2020 23:00
933,-154,57.7,177,50,"McNeely R., :2006","Kodiak Is., AK",Pacific Outer Coast,,1939,614,50,780,50,CAMS-13751,0,195,105,,11/08/2020 23:00
934,-136.35,58.76,301,60,"McNeely R., :2006","Glacier Bay, AK",Pacific Outer Coast,,1907,800,60,910,60,CAMS-17824,0,153,105,,11/08/2020 23:00
935,-134.1,57.1,511,60,"McNeely R., :2006","Admiralty Is., AK",Pacific Outer Coast,,1907,1010,60,1120,60,CAMS-17910,0,128,105,,11/08/2020 23:00
936,-132.85,57.3,441,50,"McNeely R., :2006","Thomas Bay, AK",Pacific Outer Coast,,1907,940,50,1050,50,CAMS-17911,0,128,105,,11/08/2020 23:00
937,-134.1,57.1,381,70,"McNeely R., :2006","Admiralty Is., AK",Pacific Outer Coast,,1907,880,70,990,70,CAMS-17912,0,128,105,,11/08/2020 23:00
938,-132.42,53.3,76,50,"McNeely R., :2006","Graham Is., BC",Pacific Outer Coast,,1935,520,50,680,50,CAMS-17913,0,128,105,,11/08/2020 23:00
939,-135,57.5,366,50,"McNeely R., :2006","Chatham, AK",Pacific Outer Coast,,1934,809,50,970,50,CAMS-17914,0,128,105,,11/08/2020 23:00
940,-135,57.5,306,50,"McNeely R., :2006","Chatham, AK",Pacific Outer Coast,,1934,749,50,910,50,CAMS-17920,0,153,105,,11/08/2020 23:00
941,-132.42,53.3,176,50,"McNeely R., :2006","Graham Is., BC",Pacific Outer Coast,,1935,620,50,780,50,CAMS-17921,0,153,105,,11/08/2020 23:00
942,-132.85,57.3,311,60,"McNeely R., :2006","Thomas Bay, AK",Pacific Outer Coast,,1907,810,60,920,60,CAMS-17922,0,153,105,,11/08/2020 23:00
943,-132.85,57.3,371,60,"McNeely R., :2006","Thomas Bay, AK",Pacific Outer Coast,,1907,870,60,980,60,CAMS-17923,0,153,105,,11/08/2020 23:00
944,-125.87,49.13,347,50,"McNeely R., :2006","Tofino, BC",Pacific Outer Coast,,1955,741,50,950,50,CAMS-33136,-0.57,151,105,,11/08/2020 23:00
945,-166.67,65.25,194,50,"McNeely R., :2006","Port Clarence, AK",Pacific Outer Coast,,1913,680,50,800,50,CAMS-33142,-0.79,155,105,,11/08/2020 23:00
946,-125.54,48.92,202,50,"McNeely R., :2006","Amphitrite Point, BC",Pacific Outer Coast,,1909,694,50,810,50,CAMS-46263,0.04,153,105,,11/08/2020 23:00
947,-125.55,48.93,242,50,"McNeely R., :2006","Ucluelet Hbr., BC",Pacific Outer Coast,,1909,734,50,850,50,CAMS-46264,-0.24,155,105,,11/08/2020 23:00
948,-125.4094,48.9511,62,50,"McNeely R., :2006","Forbes Is., BC",Pacific Outer Coast,,1909,554,50,670,50,CAMS-46265,1.51,148,105,,11/08/2020 23:00
949,-125.9091,49.1381,152,50,"McNeely R., :2006","David Channel, BC",Pacific Outer Coast,,1909,644,50,760,50,CAMS-46266,0.89,143,105,,11/08/2020 23:00
950,-132,53.23,73,50,"McNeely R., :2006","Skidegate, BC",Pacific Outer Coast,,1910,562,50,680,50,CAMS-46267,1.11,148,105,,11/08/2020 23:00
951,-132,53.23,43,40,"McNeely R., :2006","Skidegate, BC",Pacific Outer Coast,,1910,532,40,650,40,CAMS-46268,3.04,152,105,,11/08/2020 23:00
952,-132.1,54.02,247,50,"McNeely R., :2006","Masset, BC",Pacific Outer Coast,,1937,689,50,850,50,CAMS-46269,0.94,213,105,,11/08/2020 23:00
953,-125.73,49.05,217,40,"McNeely R., :2006","Wickaninnish Bay, BC",Pacific Outer Coast,,1955,611,40,820,40,CAMS-46270,0.02,155,105,,11/08/2020 23:00
954,-166.37,65.27,424,40,"McNeely R., :2006","Teller, AK",Pacific Outer Coast,,1913,910,40,1030,40,CAMS-57291,1.8,108,105,,11/08/2020 23:00
955,-125.55,48.93,292,50,"McNeely R., :2006","Ucluelet, BC",Pacific Outer Coast,,1909,784,50,900,50,TO-8015,2.26,151,105,,11/08/2020 23:00
956,-125.5,48.94,167,25,"McNeely R., :2006","Forbes Is., BC",Pacific Outer Coast,,1909,659,30,775,25,UCIAMS-6008,1.51,148,105,,11/08/2020 23:00
957,-125.55,48.93,117,20,"McNeely R., :2006","Ucluelet, BC",Pacific Outer Coast,,1909,609,20,725,20,UCIAMS-6009,2.26,151,105,,11/08/2020 23:00
958,-145.7,60.57,289,20,"McNeely R., :2006","Orca, AK",Pacific Outer Coast,,1913,775,20,895,20,UCIAMS-6031,-2.7,155,105,,11/08/2020 23:00
959,-166.67,65.25,369,20,"McNeely R., :2006","Port Clarence, AK",Pacific Outer Coast,,1913,855,20,975,20,UCIAMS-6557,-0.79,155,105,,11/08/2020 23:00
960,-166.37,65.27,294,20,"McNeely R., :2006","Teller, AK",Pacific Outer Coast,,1913,780,20,900,20,UCIAMS-6558,1.8,108,105,,11/08/2020 23:00
961,-64.83,60.41,27,50,Coulthard RD:2010,"Port Burwell, NU",Ungava Bay,,1948,435,50,630,50,CAMS-33148,2.63,152,32,,11/08/2020 23:00
962,-65.75,59.17,-63,50,Coulthard RD:2010,"Keglo Bay, NU",Ungava Bay,,1947,347,50,540,50,CAMS-34644,0.83,108,32,,11/08/2020 23:00
963,-65.25,59.48,47,50,Coulthard RD:2010,"Adlorilik, NU",Ungava Bay,,1950,451,50,650,50,CAMS-34654,1.71,23,32,,11/08/2020 23:00
964,-64.65,60.63,-83,40,Coulthard RD:2010,"Button Is., NU",Ungava Bay,,1950,321,40,520,40,CAMS-46554,2.59,148,32,,11/08/2020 23:00
965,-69.43,60.07,-153,40,Coulthard RD:2010,"Ungava Bay, NU",Ungava Bay,,1949,253,40,450,40,CAMS-46555,2.42,78,32,,11/08/2020 23:00
966,-65.75,59.17,-123,80,Coulthard RD:2010,"Keglo Bay, NU",Ungava Bay,,1947,287,80,480,80,GSC-6107,1.48,62,32,,11/08/2020 23:00
967,-65.75,59.17,47,40,Coulthard RD:2010,"Keglo Bay, NU",Ungava Bay,,1947,457,40,650,40,TO-5980,3.19,78,32,,11/08/2020 23:00
968,-67.85,58.62,57,50,Coulthard RD:2010,"False River, NU",Ungava Bay,,1947,467,50,660,50,TO-8019,1.66,74,32,,11/08/2020 23:00
969,-64.78,60.37,137,60,Coulthard RD:2010,"Forbes Sound, NU",Ungava Bay,,1949,543,60,740,60,TO-8021,0.81,155,32,,11/08/2020 23:00
970,-64.87,60.4,-33,60,Coulthard RD:2010,"Forbes Sound, NU",Ungava Bay,,1949,373,60,570,60,TO-8022,2.01,149,32,,11/08/2020 23:00
971,-64.97,60.35,-3,50,Coulthard RD:2010,"Cap William-Smith, NU",Ungava Bay,,1949,403,50,600,50,TO-8023,2.97,78,32,,11/08/2020 23:00
972,-64.97,60.4,-83,50,Coulthard RD:2010,"Jackson Is., NU",Ungava Bay,,1949,323,50,520,50,TO-8034,2.39,108,32,,11/08/2020 23:00
973,-68.98,58.91,77,70,Coulthard RD:2010,"Leaf Bay, NU",Ungava Bay,,1949,483,70,680,70,TO-8036,2.27,108,32,,11/08/2020 23:00
974,-64.83,60.42,-51,60,"McNeely R., :2006","Port Burwell, NU",Ungava Bay,,1904,461,60,560,60,TO-8060,0.79,265,105,,11/08/2020 23:00
975,-65.75,59.17,67,50,Coulthard RD:2010,"Keglo Bay, NU",Ungava Bay,,1947,477,50,670,50,TO-8061,1.48,148,32,,11/08/2020 23:00
976,-64.97,60.35,-8,20,Coulthard RD:2010,"Cap William-Smith, NU",Ungava Bay,,1949,398,30,595,20,UCIAMS-6018,2.97,78,32,,11/08/2020 23:00
977,-64.83,60.42,139,20,Coulthard RD:2010,"Port Burwell, NU",Ungava Bay,,1904,651,20,750,20,UCIAMS-6021,1.54,23,32,,11/08/2020 23:00
978,-65.25,59.48,-18,20,Coulthard RD:2010,"Adlorilik, NU",Ungava Bay,,1950,386,30,585,20,UCIAMS-6022,2.49,23,32,,11/08/2020 23:00
979,-67.5,59.5,-68,25,Coulthard RD:2010,"Ungava Bay, NU",Ungava Bay,,1950,336,30,535,25,UCIAMS-6565,1.32,151,32,,11/08/2020 23:00
980,-64.83,60.42,109,20,"McNeely R., :2006","Port Burwell, NU",Ungava Bay,,1904,621,20,720,20,UCIAMS-6566,0.13,131,105,,11/08/2020 23:00
981,-64.83,60.42,154,20,"McNeely R., :2006","Port Burwell, NU",Ungava Bay,,1904,666,20,765,20,UCIAMS-6569,1.54,23,105,,11/08/2020 23:00
982,-69.02,58.92,-38,20,Coulthard RD:2010,"Leaf Bay, NU",Ungava Bay,,1947,372,30,565,20,UCIAMS-6570,1.09,108,32,,11/08/2020 23:00
983,-68.3,58.83,-13,20,Coulthard RD:2010,"Ungava Bay, NU",Ungava Bay,,1950,391,30,590,20,UCIAMS-6571,2.57,23,32,,11/08/2020 23:00
984,-64.65,60.63,-43,20,Coulthard RD:2010,"Button Is., NU",Ungava Bay,,1950,361,30,560,20,UCIAMS-6573,1.91,108,32,,11/08/2020 23:00
985,-65.34,59.49,-83,20,Coulthard RD:2010,"Adlorilik, NU",Ungava Bay,,1950,321,30,520,20,UCIAMS-6574,1.21,62,32,,11/08/2020 23:00
986,-54.48,71.35,56,50,"McNeely R., :2006","Nuussuaq, Greenland",West Greenland,,1928,500,50,660,50,CAMS-33150,0.72,131,105,,11/08/2020 23:00
987,-52,69,116,40,"McNeely R., :2006","Disko, Greenland",West Greenland,,1935,560,40,720,40,CAMS-57305,1.1,26,105,,11/08/2020 23:00
988,-68.92,76.56,-153,60,"McNeely R., :2006","Umanaq, Greenland",West Greenland,k,1940,280,60,450,60,GSC-2316,-0.15,155,105,,11/08/2020 23:00
989,-54.48,71.35,-24,20,"McNeely R., :2006","Nuussuaq, Greenland",West Greenland,,1928,420,20,580,20,UCIAMS-6560,0.72,131,105,,11/08/2020 23:00
990,-52,69,-4,25,"McNeely R., :2006","Disko, Greenland",West Greenland,,1935,440,30,600,25,UCIAMS-6561,1.1,26,105,,11/08/2020 23:00
991,144.7,13.4,-14,50,"Athens, J. S:1986",Guam,,,1930,427,51,590,50,BETA-14023,3.14,321,4,,11/08/2020 23:00
992,-5.75,54.7,-238,35,"Blake, CB. 2:2005",Belfast Lough,,,1850,291,36,415,35,SUERC-1905,1.8,178,15,,11/08/2020 23:00
993,-5.8,54.68,-205,35,"Blake, CB. 2:2005",Belfast Lough,,,1862,313,36,440,35,SUERC-1906,1.5,152,15,,11/08/2020 23:00
994,-5.85,54.66,-130,38,"Blake, CB. 2:2005",Belfast Lough,,,1840,399,37,528,38,SUERC-1911,1.8,19,15,,11/08/2020 23:00
995,-5.6,54.5,-239,25,"Blake, CB. 2:2005",Strangford Lough,,,1837,297,26,421,25,SUERC-1912,1.1,322,15,,11/08/2020 23:00
1221,-5.7416,-15.9409,197,54,"Lewis, C A, :2008",St Helena,South Atlantic,,1819,771,54,875,54,UBA-7852,,184,93,,11/08/2020 23:00
997,143,47,260,35,"Yoneda, M, U:2007","Svobodnaya, Sakhalin",1,,1906,763,,869,35,TERRA-072305,2,225,157,,11/08/2020 23:00
998,142.5,47,217,35,"Yoneda, M, U:2007","Gulf of Aniva, Sakhalin",2,,1906,720,,826,35,TERRA-072305,1,323,157,,11/08/2020 23:00
999,147,44,328,36,"Yoneda, M, U:2007","Shikotan Is., Hokkaido",3,,1904,840,,939,36,TERRA-072305,1,324,157,,11/08/2020 23:00
1000,141,43,-64,36,"Yoneda, M, U:2007","Otaru, Hokkaido",4,,1899,453,,550,36,TERRA-072305,2,325,157,,11/08/2020 23:00
1001,141,42,-124,34,"Yoneda, M, U:2007","Hakodate, Hokkaido",5,,1899,393,,490,34,TERRA-072305,1,326,157,,11/08/2020 23:00
1002,129,28,-65,30,"Yoneda, M, U:2007","Amani-Oshima, Kagoshima",6,,1901,452,,547,30,TERRA-080905,3,327,157,,11/08/2020 23:00
1003,129,28,-141,30,"Yoneda, M, U:2007","Amani-Oshima, Kagoshima",6,,1900,376,,472,30,TERRA-080905,2,328,157,,11/08/2020 23:00
1004,129,28,-160,32,"Yoneda, M, U:2007","Amani-Oshima, Kagoshima",6,,1901,357,,452,32,TERRA-080905,1,329,157,,11/08/2020 23:00
1005,127,27,-119,31,"Yoneda, M, U:2007","Okinawa, Ryukyus",7,,1900,398,,494,31,TERRA-080905,2,330,157,,11/08/2020 23:00
1006,127,27,-165,30,"Yoneda, M, U:2007","Okinwa, Ryukyus",7,,1900,352,,448,30,TERRA-080905,3,331,157,,11/08/2020 23:00
1007,124,24,-40,31,"Yoneda, M, U:2007","Ishigaki, Ryukyus",8,,1892,479,,582,31,TERRA-080905,1,332,157,,11/08/2020 23:00
1008,121.1,24.9,-105,41,"Yoneda, M, U:2007","Keelung, Taiwan",10,,1896,414,,512,41,TERRA-062905,1,333,157,,11/08/2020 23:00
1009,121.1,24.9,-57,53,"Yoneda, M, U:2007","Keelung, Taiwan",10,,1899,460,,557,53,TERRA-062905,-1,334,157,,11/08/2020 23:00
1010,121.1,24.9,-23,42,"Yoneda, M, U:2007","Keelung, Taiwan",10,,1899,494,,591,42,TERRA-062905,-4,335,157,,11/08/2020 23:00
1011,121,25,-46,37,"Yoneda, M, U:2007","Danshui, Taiwan",9,,1911,442,,561,37,TERRA-062905,2,336,157,,11/08/2020 23:00
1012,121.5,24,-174,59,"Yoneda, M, U:2007","Suao, Taiwan",11,,1896,345,,443,59,TERRA-062905,5,337,157,,11/08/2020 23:00
1013,121.5,24,-58,43,"Yoneda, M, U:2007","Suao, Taiwan",11,,1896,461,,559,43,TERRA-062905,1,338,157,,11/08/2020 23:00
1014,121.1,24.9,-89,35,"Yoneda, M, U:2007","Keelung, Taiwan",10,,1906,414,,520,35,TERRA-062905,2,339,157,,11/08/2020 23:00
