z,n,symbol,radius,unc_r,abundance,unc_a,energy_shift,energy,unc_e,ripl_shift,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay_1,decay_1_%,unc_1,decay_2,decay_2_%,unc_2,decay_3,decay_3_%,unc_3,isospin,magnetic_dipole,unc_md,electric_quadrupole,unc_eq,qbm,unc_qb,qbm_n,unc_qbmn,qa,unc_qa,qec,unc_qec,sn,unc_sn,sp,unc_sp,binding,unc_ba,atomic_mass,unc_am,massexcess,unc_me,me_systematics,discovery,ENSDFpublicationcut-off,ENSDFauthors,Extraction_date
18,15,Ar,3.3438,0.0058,,,,0,,,1/2+,173.0,,20,ms,0.173,0.002,EC+B+,100,,ECP,38.7,1,,,,,-0.723,0.006,,,-16925,200,-39445,400,-8714.7873,13.0471,11619.045,0.56,15255.2606,1.8146,3338.5601,0.6899,7928.9559,0.0121,32989925.545,0.430,-9384.295,0.401,N,1964,31-Mar-2011,JUN CHEN AND BALRAJ SINGH,2023-10-18
18,16,Ar,3.3654,0.0040,,,,0,,,0+,843.8,,4,ms,0.8438,0.0004,EC+B+,100,,,,,,,,,,,,,-17158,196,-33990,200,-6743.9542,0.2203,6061.793,0.092,17065.3159,0.4080,4663.9237,0.3984,8197.6724,0.0023,33980270.092,0.083,-18378.293,0.078,N,1966,28-May-2012,NINEL NICA and  BALRAJ SINGH,2023-10-18
18,17,Ar,3.3636,0.0042,,,,0,,,3/2+,1.7756,,10,s,1.7756,0.001,EC+B+,100,,,,,,,,,0.632,0.0002,-0.084,0.015,-11874.3955,0.8516,-29898,196,-6429.6731,0.7179,5966.243,0.681,12740.3140,0.6839,5896.1740,0.6813,8327.4621,0.0194,34975257.719,0.730,-23047.289,0.680,N,1940,20-Oct-2011,JUN CHEN and  JOHN CAMERON AND BALRAJ SINGH,2023-10-18
18,18,Ar,3.3905,0.0023,0.3336,0.0210,,0,,,0+,STABLE,,,,,,,,,,,,,,,,1,0.4,0.11,0.06,-12814.3607,0.3259,-27129.9671,0.5130,-6640.921,0.0270,-709.534,0.045,15255.5716,0.6808,8506.9817,0.0446,8519.9096,0.0008,35967545.106,0.028,-30231.542,0.027,N,1920,31-Dec-2011,NINEL NICA and  JOHN CAMERON AND BALRAJ SINGH,2023-10-18
18,19,Ar,3.3908,0.0022,,,,0,,,3/2+,35.011,,19,d,3024950.4,1641.6,EC,100,,,,,,,,,1.146,0.005,0.076,0.003,-6147.4775,0.2270,-21601.8153,0.3852,-6786.7364,0.2066,813.873,0.213,8787.4546,0.2084,8714.6419,0.2100,8527.1406,0.0056,36966776.301,0.221,-30947.679,0.207,N,1941,15-Jan-2012,JOHN CAMERON and  JUN CHEN AND BALRAJ SINGH and  NINEL NICA,2023-10-18
18,20,Ar,3.4028,0.0019,0.0629,0.0070,,0,,,0+,STABLE,,,,,,,,,,,,,,,,0.48,0.24,,,-5914.0671,0.0448,-17985.9435,0.2164,-7208.0532,0.2000,-4916.711,0.218,11838.4660,0.2841,10242.2461,0.2017,8614.2807,0.0051,37962732.102,0.209,-34714.827,0.195,N,1934,30-Sep-2017,JUN CHEN,2023-10-18
18,21,Ar,3.4093,0.0031,,,,0,,,7/2-,268,,8,Y,8457256161.190656,252455407.796736,B-,100,,,,,,,,,-1.59,0.015,-0.116,0.002,565,5.0000,-12512.7537,5.0038,-6820.9014,5.0002,-3441.977,5.291,6598.6867,5.0038,10733.0505,5.0010,8562.5988,0.1282,38964313.037,5.367,-33242.195,5.000,N,1950,1-Jan-2018,JUN CHEN,2023-10-18
18,22,Ar,3.4274,0.0026,99.6035,0.0250,,0,,,0+,STABLE,,,,,,,,,,,,,,,,-0.04,0.06,0.01,0.04,-1504.4031,0.0559,-9304.0227,0.0040,-6800.675,0.1881,-7482.082,32.066,9869.0227,5.0000,12528.6531,1.7321,8595.2594,0.0002,39962383.12204,0.00234,-35039.89997,0.00218,N,1920,30-Sep-2015,JUN CHEN,2023-10-18
18,23,Ar,3.4251,0.0030,,,,0,,,7/2-,109.61,,4,m,6576.6,2.4,B-,100,,,,,,,,,-1.31,0.008,-0.042,0.004,2492.0392,0.3473,-7603.3308,0.3518,-8595.9996,0.3999,-5760.318,68.724,6098.9277,0.3473,12798.6622,32.0674,8534.3733,0.0085,40964500.57,0.372,-33067.510,0.347,N,1936,30-Sep-2015,C.D. Nesaraja and  E.A. McCutchan,2023-10-18
18,24,Ar,3.4414,0.0041,,,,0,,,0+,32.9,,11,Y,1038222864.5640768,34712618.5720512,B-,100,,,,,,,,,,,,,599.3527,5.7763,-6934.4473,5.7754,-9986.378,9.2083,-9590.908,59.895,9426.4865,5.7858,14404.4575,68.9657,8555.6141,0.1375,41963045.737,6.200,-34422.678,5.775,N,1952,31-May-2016,JUN CHEN{+#} AND BALRAJ SINGH,2023-10-18
18,25,Ar,3.4354,0.0039,,,,0,,,5/2(-),5.37,,6,m,322.2,3.6,B-,100,,,,,,,,,-1.022,0.006,0.142,0.014,4565.5836,5.3254,-5059.0981,5.3107,-11272.0549,50.2811,-7850.301,62.086,5658.4507,7.8450,14467.0120,59.8516,8488.2382,0.1235,42965636.056,5.700,-32009.811,5.310,N,1969,31-Mar-2015,BALRAJ SINGH AND JUN CHEN{+#},2023-10-18
18,26,Ar,3.4454,0.0046,,,,0,,,0+,11.87,,5,m,712.2,3,B-,100,,,,,,,,,,,,,3108.2375,1.6381,-4169.1840,1.6357,-12260.3265,4.2854,-12194.287,85.581,8734.7676,5.5407,15802.7209,61.8788,8493.8411,0.0360,43964923.814,1.700,-32673.260,1.584,N,1969,31-Jul-2011,JUN CHEN and  BALRAJ SINGH AND JOHN A. CAMERON,2023-10-18
18,27,Ar,,,,,,0,,,5/2- 7/2-,21.48,,15,s,21.48,0.15,B-,100,,,,,,,,,,,,,6844.8422,0.7311,-2060.6216,0.6620,-13187.1372,4.1305,-11508.257,136.164,5168.8590,1.6644,16580.7989,85.5680,8419.9526,0.0114,44968039.731,0.550,-29770.801,0.512,N,1974,30-Oct-2007,T. W. BURROWS,2023-10-18
18,28,Ar,3.4377,0.0044,,,,0,,,0+,8.4,,6,s,8.4,0.6,B-,100,,,,,,,,,,,,,5642.6746,2.4394,-1226.9295,2.3864,-14558.4231,3.6376,-16036.306,97.277,8071.7717,2.3844,18797.6815,136.1833,8412.3835,0.0506,45968039.244,2.500,-29771.255,2.329,N,1974,15-Jul-2000,S. -C. WU,2023-10-18
18,29,Ar,,,,,,0,,,(3/2)-,1.23,,3,s,1.23,0.03,B-,100,,B-N,0.2,,,,,,,,,,10344.7078,1.8490,1975.3375,1.4122,-15596.7293,5.1156,-15787.274,200.004,3667.3371,2.6248,18921.2963,97.2563,8311.425,0.0258,46972767.112,1.300,-25367.274,1.211,N,1985,20-Feb-2007,T. W. BURROWS,2023-10-18
18,30,Ar,,,,,,0,,,0+,416,,19,ms,0.416,0.019,B-,100,,B-N,38,6,,,,,,,,,9929.555,16.7847,5285.7367,16.8250,-15575.6067,17.5596,-18074.927,500.281,5058.9711,16.8106,20063,201,8243.6656,0.3493,47976001,18.000,-22354.927,16.767,N,2004,30-Nov-2021,JUN CHEN,2023-10-18
18,31,Ar,,,,,,0,,,,170,,50,ms,0.17,0.05,B-,100,,B-N,65,20,,,,,,,,,12551,400,7153,400,-16145,500,-17800.0,565.6,2777,400,20069,640,8132,8,48981685,429,-17060,400,Y,1989,14-Jul-2008,T. W. Burrows{+a},2023-10-18
18,32,Ar,,,,,,0,,,0+,106,,6,ms,0.106,0.006,B-,100,,B-N,37,7,B-2N,,,,,,,,12498,500,8310,500,-16295,640,-20930.0,640.3,4241,640,21259,640,8054,10,49985797,537,-13230,500,Y,1989,15-Apr-2019,Jun Chen and Balraj Singh,2023-10-18
18,33,Ar,,,,,,0,,,,,,,,,,B-,100,,,,,,,,,,,,,16026,400,11167,400,-16115,565,-20780.0,806.2,1331,640,21478,565,7922,8,50993033,429,-6490,400,Y,1989,1-Mar-2016,Wang Jimin and Huang Xiaolong,2023-10-18
18,34,Ar,,,,,,0,,,0+,,,,,,,B-,100,,B-2N,,,B-3N,,,,,,,,15758,601,13065,600,-16194,781,,,2961,721,22959,922,7827,12,51998519,644,-1380,600,Y,2009,21-MAY-2021,BALRAJ SINGH,2023-10-18
18,35,Ar,,,,,,0,,,,620,GT,,ns,0.00000062,,B-2N,,,B-N,,,B-,,,,,,,,19086,708,15857,699,-16025,910,,,-99,921,22858,989,7677,13,53007290,750,6791,699,Y,2009,15-MAY-2011,BALRAJ SINGH,2023-10-18
19,12,K,,,,,,0,,,,10,LT,,ps,0.00000000001,,P,100,,,,,,,,,,,,,,,,,,,,,,,-4900,349,6487,10,31036780,322,34260,300,Y,2019,24-Jun-2022,Jun Chen and Balraj Singh,2023-10-18
19,14,K,,,,,,0,,,,25,LT,,ns,0.000000025,,P,,,,,,,,,,,,,,-23489,447,,,-8907,275,16924.295,200.0,22521,447,-2452,200,7392,6,33008095,215,7540,200,Y,,31-Mar-2011,JUN CHEN AND BALRAJ SINGH,2023-10-18
19,15,K,,,,,,0,,,,25,LT,,ns,0.000000025,,P,,,,,,,,,,,,,,-16110,358,-40322,445,-8320,197,17158.293,196.0,16832,280,-875,196,7670,6,33998690,210,-1220,196,Y,,28-May-2012,NINEL NICA and  BALRAJ SINGH,2023-10-18
19,16,K,,,,,,0,,,(3/2)+,178,,8,ms,0.178,0.008,EC+B+,100,,ECP,0.37,0.15,,,,,0.392,0.007,,,-16363,200,-34134,300,-6563.2566,3.4844,11874.396,0.851,18024,196,83.5716,0.5182,7965.8409,0.0146,34988005.406,0.550,-11172.893,0.512,N,1976,20-Oct-2011,JUN CHEN and  JOHN CAMERON AND BALRAJ SINGH,2023-10-18
19,17,K,,,,,,0,,,2+,341,,3,ms,0.341,0.003,EC+B+,100,,ECP,0.048,0.014,ECA,0.0034,0.0013,,0.548,0.001,,,-10966.0155,40.0013,-30679,200,-6507.3916,0.6061,12814.36,0.32,14315.6064,0.6068,1658.8639,0.7540,8142.2233,0.0090,35981301.887,0.349,-17417.182,0.325,N,1967,31-Dec-2011,NINEL NICA and  JOHN CAMERON AND BALRAJ SINGH,2023-10-18
19,18,K,,,,,,0,,,3/2+,1.225,,7,s,1.225,0.007,EC+B+,100,,,,,,,,,0.20321,0.00006,0.109,0.004,-11664.1314,0.6412,-26420.3532,40.0001,-6221.777,0.4019,6147.478,0.227,15454.3377,0.3381,1857.6301,0.0900,8339.848,0.0025,36973375.89,0.100,-24800.201,0.094,N,1958,15-Jan-2012,JOHN CAMERON and  JUN CHEN AND BALRAJ SINGH and  NINEL NICA,2023-10-18
19,19,K,3.4264,0.0051,,,,0,,,3+,7.651,,19,m,459.06,1.14,EC+B+,100,,,,,,,,,1.371,0.006,,,-6742.2563,0.0626,-23736.0078,0.6637,-6785.5898,0.2013,5914.067,0.276,12071.8765,0.2167,5142.0519,0.2843,8438.0593,0.0051,37969081.114,0.209,-28800.760,0.195,N,1937,30-Sep-2017,JUN CHEN,2023-10-18
19,20,K,3.4349,0.0019,93.2581,0.0044,,0,,,3/2+,STABLE,,,,,,,,,,,,,,,,0.39147,0.000008,0.603,0.006,-6524.4888,0.5962,-19820.0101,0.1944,-7218.5796,0.0358,-565.0,5.0,13077.7537,0.1953,6381.3397,0.1950,8557.0258,0.0003,38963706.48482,0.00489,-33807.19535,0.00456,N,1921,1-Jan-2018,JUN CHEN,2023-10-18
19,21,K,3.4381,0.0028,0.0117,0.0001,,0,,,4-,1.248E+9,,3,Y,3.938304361629082e16,94670777923776,B-,89.28,0.11,EC+B+,10.72,0.11,,,,,-1.29797,0.00003,-0.75,0.008,1310.9051,0.0596,-14324.1083,0.5988,-6438.4047,0.0665,1504.403,0.056,7799.6195,0.0559,7582.2725,5.0003,8538.0907,0.0014,39963998.165,0.060,-33535.497,0.056,N,1935,30-Sep-2015,JUN CHEN,2023-10-18
19,22,K,3.4518,0.0055,6.7302,0.0044,,0,,,3/2+,STABLE,,,,,,,,,,,,,,,,0.214872,0.000005,0.734,0.007,-421.6406,0.1377,-8784.4649,0.0208,-6222.913,0.0519,-2492.039,0.347,10095.3700,0.0560,7808.6199,0.0031,8576.0731,0.0003,40961825.25611,0.00403,-35559.54880,0.00376,N,1921,30-Sep-2015,C.D. Nesaraja and  E.A. McCutchan,2023-10-18
19,23,K,3.4517,0.0070,,,,0,,,2-,12.355,,7,h,44478,25.2,B-,100,,,,,,,,,-1.1425,0.0006,,,3525.2626,0.1825,-7955.4406,0.1738,-7648.8307,0.1445,-599.353,5.776,7533.8000,0.1061,9243.4922,0.3631,8551.2571,0.0025,41962402.305,0.113,-35022.031,0.106,N,1935,31-May-2016,JUN CHEN{+#} AND BALRAJ SINGH,2023-10-18
19,24,K,3.4556,0.0086,,,,0,,,3/2+,22.3,,1,h,80280,360,B-,100,,,,,,,,,0.1633,0.0008,,,1833.4783,0.4687,-6099.4191,0.4359,-9200.0923,1.7799,-4565.583,5.326,9624.6817,0.4234,9441.6874,5.7899,8576.2204,0.0095,42960734.701,0.440,-36575.394,0.410,N,1949,31-Mar-2015,BALRAJ SINGH AND JUN CHEN{+#},2023-10-18
19,25,K,3.4563,0.0101,,,,0,,,2-,22.13,,19,m,1327.8,11.4,B-,100,,,,,,,,,-0.856,0.004,,,5687.2319,0.5303,-5443.9432,0.4769,-10648.5952,32.0682,-3108.238,1.638,7277.4215,0.5862,11060.6581,5.3261,8546.7023,0.0095,43961586.984,0.450,-35781.498,0.419,N,1954,31-Jul-2011,JUN CHEN and  BALRAJ SINGH AND JOHN A. CAMERON,2023-10-18
19,26,K,3.4605,0.0118,,,,0,,,3/2+,17.81,,61,m,1068.6,36.6,B-,100,,,,,,,,,0.1734,0.0008,,,4196.5868,0.6369,-3218.2318,0.6145,-11733.3678,68.7255,-6844.842,0.731,8905.4638,0.6692,11231.3543,1.6672,8554.6747,0.0116,44960691.491,0.560,-36615.643,0.522,N,1964,30-Oct-2007,T. W. BURROWS,2023-10-18
19,27,K,3.4558,0.0126,,,,0,,,(2-),105,,10,s,105,10,B-,100,,,,,,,,,-1.051,0.006,,,7725.6802,2.3490,-2673.0173,0.8133,-13007.0756,59.6201,-5642.674,2.44,6869.6041,0.8944,12932.0993,0.8890,8518.0428,0.0158,45961981.584,0.780,-35413.929,0.727,N,1965,15-Jul-2000,S. -C. WU,2023-10-18
19,28,K,3.4534,0.0138,,,,0,,,1/2+,17.50,,24,s,17.5,0.24,B-,100,,,,,,,,9/2,1.933,0.009,,,6632.6837,2.6237,-643.6901,2.6348,-13977.3871,61.8743,-10344.708,1.849,8369.3703,1.5749,13229.6979,2.7157,8514.8795,0.0297,46961661.612,1.500,-35711.982,1.397,N,1964,20-Feb-2007,T. W. BURROWS,2023-10-18
19,29,K,,,,,,0,,,1(-),6.8,,2,s,6.8,0.2,B-,100,,B-N,1.14,0.15,,,,,,,,,11940.3857,0.7734,1988.8654,2.3515,-14230.4245,85.5699,-9929.555,16.785,4643.8184,1.5969,14206.1791,1.4367,8434.2324,0.0161,47965341.184,0.830,-32284.482,0.773,N,1972,30-Nov-2021,JUN CHEN,2023-10-18
19,30,K,,,,,,0,,,(1/2+ 3/2+),1.26,,5,s,1.26,0.05,B-,100,,B-N,86,9,,,,,1.3386,0.0008,,,11688.5069,0.8205,6542.0539,0.8013,-13773.8671,136.1657,-12551.496,400.001,5398.3318,1.1133,14545.5398,16.7860,8372.2753,0.0164,48968210.753,0.860,-29611.496,0.801,N,1972,28-FEB-2011,BALRAJ SINGH,2023-10-18
19,31,K,,,,,,0,,,0(-),472,,4,ms,0.472,0.004,B-,100,,B-N,29,3,B-2N,,,,,,,,13861.3774,7.8919,7500.8319,7.7334,-14417.8198,97.5556,-12497.853,500.06,4187.6750,7.7728,15957,400,8288.5833,0.1546,49972380.015,8.300,-25727.853,7.731,N,1972,15-Apr-2019,Jun Chen and Balraj Singh,2023-10-18
19,32,K,,,,,,0,,,3/2+,365,,5,ms,0.365,0.005,B-,100,,B-N,65,8,,,,,0.513,0.002,,,13816.8529,13.0517,9002.4553,13.1371,-15360,201,-16025.457,400.213,4858.9221,15.1608,16574,500,8221.335,0.2557,50975828.664,14.000,-22515.457,13.041,N,1983,1-Mar-2016,Wang Jimin and Huang Xiaolong,2023-10-18
19,33,K,,,,,,0,,,(2-),110,,6,ms,0.11,0.006,B-,100,,B-N,74,9,B-2N,2.3,0.3,,,,,,17128.6431,33.5405,11123.3631,33.5378,-15282,501,-15757.628,600.936,2693.4898,35.9804,17937,401,8115.0303,0.6449,51981602,36.000,-17137.628,33.534,N,1983,10-Jul-2015,YANG DONG and  HUO JUNDE,2023-10-18
19,34,K,,,,,,0,,,(3/2+),30,,5,ms,0.03,0.005,B-,100,,B-N,67,,B-2N,17,,,,,,,17091.9853,120.0471,13899.2313,111.7813,-15460,415,-19086.722,707.881,3229.4117,116.7010,18205,610,8022.8488,2.1090,52986800,120.000,-12295.722,111.779,N,1983,31-Mar-2007,HUO JUNDE,2023-10-18
19,35,K,,,,,,0,,,2-,10,,5,ms,0.01,0.005,B-,100,,B-2N,,,B-N,,,,,,,,20010,403,16166,402,-15275,565,,,926,415,19230,805,7891,7,53994471,429,-5150,400,Y,1983,20-Jun-2014,YANG DONG and  HUO JUNDE,2023-10-18
19,36,K,,,,,,0,,,(3/2+),,,,,,,B-,100,,B-N,,,B-4N,,,,,,,,19121,525,17560,503,-16245,860,,,2451,640,19379,944,7792,9,55000505,537,470,500,Y,2009,30-Apr-2022,Balraj Singh,2023-10-18
19,37,K,,,,,,0,,,,,,,,,,B-,100,,B-N,,,B-2N,,,,,,,,21491,650,18559,621,-16804,922,,,562,781,,,7663,11,56008567,644,7980,600,Y,2009,25-Mar-2022,Balraj Singh,2023-10-18
20,14,Ca,,,,,,0,,,0+,35,LT,,ns,0.000000035,,P,,,2P,,,,,,,,,,,,,,,-9606,349,16110.0,358.3,24211,500,-61,361,7173,9,34015985,322,14890,300,Y,,28-May-2012,NINEL NICA and  BALRAJ SINGH,2023-10-18
20,15,Ca,,,,,,0,,,(1/2+),25.7,,2,ms,0.0257,0.0002,EC+B+,100,,ECP,95.9,1.4,EC2P,4.1,0.6,,,,,,-21910,447,,,-8560,283,16362.893,200.001,17771,361,878,280,7476,6,35005572,215,5190,200,Y,1985,20-Oct-2011,JUN CHEN and  JOHN CAMERON AND BALRAJ SINGH,2023-10-18
20,16,Ca,,,,,,0,,,0+,101.2,,20,ms,0.1012,0.002,EC+B+,100,,ECP,51.2,1,,,,,,,,,-22601,303,-41622,402,-6675.7297,40.0391,10966.016,40.001,19713,204,2567.2439,40.0033,7815.8799,1.1111,35993074.388,42.941,-6451.166,40.000,N,1977,31-Dec-2011,NINEL NICA and  JOHN CAMERON AND BALRAJ SINGH,2023-10-18
20,17,Ca,,,,,,0,,,(3/2+),181.1,,10,ms,0.1811,0.001,EC+B+,100,,ECP,82.1,0.7,,,,,,,,,-16916,300,-37358,300,-6176.6909,0.7502,11664.131,0.641,14756.2218,40.0050,3007.8594,0.7128,8003.4567,0.0171,36985897.849,0.680,-13136.070,0.634,N,1964,15-Jan-2012,JOHN CAMERON and  JUN CHEN AND BALRAJ SINGH and  NINEL NICA,2023-10-18
20,18,Ca,,,,,,0,,,0+,443.76,,35,ms,0.44376,0.00035,EC+B+,100,,,,,,,,,,,,,-17809,200,-33910,300,-6105.1265,0.2093,6742.257,0.275,16993.7515,0.6634,4547.2731,0.2159,8240.0434,0.0051,37976319.223,0.208,-22058.503,0.194,N,1966,30-Sep-2017,JUN CHEN,2023-10-18
20,19,Ca,3.4595,0.0025,,,,0,,,3/2+,860.3,,10,ms,0.8603,0.001,EC+B+,100,,,,,,,,,1.0214,0.00016,0.038,0.003,-13109.9804,24.0074,-31105,200,-6660.3337,0.9046,6524.488,0.596,13295.5213,0.6271,5770.9180,0.6273,8369.6711,0.0153,38970710.811,0.640,-27282.707,0.596,N,1943,1-Jan-2018,JUN CHEN,2023-10-18
20,20,Ca,3.4776,0.0019,96.941,0.156,,0,,,0+,STABLE,,,,,,,,,,,,,,,,1.6,0.3,,,-14323.0493,2.8281,-28744.9938,24.0000,-7039.7755,0.0339,-1310.905,0.059,15635.0134,0.5965,8328.1776,0.0210,8551.3046,0.0006,39962590.85,0.022,-34846.402,0.020,N,1922,30-Sep-2015,JUN CHEN,2023-10-18
20,21,Ca,3.4780,0.0019,,,,0,,,7/2-,9.94E+4,,15,Y,3136758441874.445,47335388961.888,EC,100,,,,,,,,,-1.59443,0.00007,-0.0665,0.0018,-6495.5482,0.1553,-22685.8736,2.8314,-6615.1452,0.2483,421.641,0.138,8362.8243,0.1362,8891.3824,0.1486,8546.7075,0.0034,40962277.905,0.147,-35137.908,0.138,N,1939,30-Sep-2015,C.D. Nesaraja and  E.A. McCutchan,2023-10-18
20,22,Ca,3.5081,0.0021,0.647,0.023,,0,,,0+,STABLE,,,,,,,,,,,,,,,,0.08,0.12,-0.19,0.08,-6426.2904,0.0485,-17976.2514,0.1579,-6257.3824,0.2450,-3525.262,0.182,11480.7032,0.0556,10276.7156,0.1485,8616.5646,0.0035,41958617.78,0.159,-38547.293,0.148,N,1934,31-May-2016,JUN CHEN{+#} AND BALRAJ SINGH,2023-10-18
20,23,Ca,3.4954,0.0019,0.135,0.010,,0,,,7/2-,STABLE,,,,,,,,,,,,,,,,-1.31733,0.00006,-0.0408,0.0008,-2220.7227,1.8650,-14359.1877,0.1797,-7591.5931,5.0052,-1833.479,0.469,7932.8974,0.1731,10675.8130,0.2509,8600.6653,0.0053,42958766.381,0.244,-38408.873,0.227,N,1934,31-Mar-2015,BALRAJ SINGH AND JUN CHEN{+#},2023-10-18
20,24,Ca,3.5179,0.0021,2.086,0.110,,0,,,0+,STABLE,,,,,,,,,,,,,,,,,,,,-3652.6948,1.7565,-13351.8979,1.8795,-8853.7456,0.3247,-5687.232,0.53,11131.1752,0.2345,12182.3064,0.5229,8658.1769,0.0074,43955481.489,0.348,-41468.730,0.325,N,1922,31-Jul-2011,JUN CHEN and  BALRAJ SINGH AND JOHN A. CAMERON,2023-10-18
20,25,Ca,3.4944,0.0021,,,,0,,,7/2-,162.61,,9,d,14049504,7776,B-,100,,,,,,,,,-1.3264,0.0013,0.038,0.012,260.091,0.7377,-11067.5134,1.7647,-10169.6366,0.5041,-4196.587,0.637,7414.8186,0.1715,12319.7036,0.5561,8630.5467,0.0081,44956186.27,0.392,-40812.230,0.365,N,1940,30-Oct-2007,T. W. BURROWS,2023-10-18
20,26,Ca,3.4953,0.0020,0.004,0.003,,0,,,0+,STABLE,,,,,,,,,,,,,,,,,,,,-1377.9665,2.3305,-10138.6065,2.3282,-11141.8475,6.1923,-7725.681,2.349,10398.6975,2.2634,13812.9373,2.2939,8668.9848,0.0486,45953687.726,2.398,-43139.610,2.234,N,1938,15-Jul-2000,S. -C. WU,2023-10-18
20,27,Ca,3.4783,0.0024,,,,0,,,7/2-,4.536,,3,d,391910.4,259.2,B-,100,,,,,,,,7/2,-1.4064,0.0011,0.084,0.006,1992.177,1.1849,-8654.3403,2.3180,-12759.7706,5.7553,-6632.683,2.624,7276.3738,0.2682,14219.7071,2.3366,8639.3548,0.0473,46954541.134,2.384,-42344.665,2.221,N,1951,20-Feb-2007,T. W. BURROWS,2023-10-18
20,28,Ca,3.4771,0.0020,0.187,0.021,,0,,,0+,2.9E19,,+42-11,Y,9.15150853263168e26,8.36258538326688e26,2B-,78,,2B-,74,,B-,22,,,,,,,279.2155,4.9499,-7959.3433,1.9308,-13976.5233,1.5836,-11940.386,0.773,9951.5203,2.2207,15801.8571,1.3974,8666.6916,0.0004,47952522.654,0.018,-44224.868,0.018,N,1938,30-Nov-2021,JUN CHEN,2023-10-18
20,29,Ca,,,,,,0,,,3/2-,8.718,,6,m,523.08,0.36,B-,100,,,,,,,,,-1.3799,0.0008,-0.036,0.003,5262.4445,2.2745,-4867.2375,4.9530,-13954.1172,0.5422,-11688.507,0.821,5146.4529,0.1766,16304.4917,0.7933,8594.85,0.0036,48955662.625,0.190,-41300.003,0.178,N,1950,14-Jul-2008,T. W. Burrows{+a},2023-10-18
20,30,Ca,3.5168,0.0064,,,,0,,,0+,13.45,,5,s,13.45,0.05,B-,100,,,,,,,,,,,,,4947.8903,2.9723,-1098.1011,2.7658,-12242.8911,2.8161,-13861.377,7.892,6360.5456,1.5935,17266.7054,1.7746,8550.1639,0.0317,49957499.215,1.700,-39589.230,1.584,N,1964,15-Apr-2019,Jun Chen and Balraj Singh,2023-10-18
20,31,Ca,,,,,,0,,,3/2(-),10.0,,8,s,10,0.8,B-,100,,B-N,,,,,,,-1.0496,0.0011,0.036,0.012,6918.0432,2.5686,133.4927,2.5688,-13389.9515,1.3185,-13816.853,13.051,4814.3976,1.6672,17893.4280,7.7490,8476.9135,0.0102,50960995.663,0.560,-36332.310,0.522,N,1980,1-Mar-2016,Wang Jimin and Huang Xiaolong,2023-10-18
20,32,Ca,,,,,,0,,,0+,4.6,,3,s,4.6,0.3,B-,100,,B-N,,,,,,,,,,,6257.2889,3.1463,912.7632,2.6029,-14336.2605,16.7803,-17128.644,33.541,6005.2800,0.8497,19039.7859,13.0585,8429.3821,0.0129,51963213.646,0.720,-34266.272,0.671,N,1985,10-Jul-2015,YANG DONG and  HUO JUNDE,2023-10-18
20,33,Ca,,,,,,0,,,(1/2-),461,,90,ms,0.461,0.09,B-,100,,B-N,40,10,,,,,,,,,9381.8471,47.2223,3064.5349,43.8880,-14752,402,-17091.985,120.047,3192.7539,43.7854,19539.0500,55.1473,8330.5778,0.8260,52968451,47.000,-29387.707,43.780,N,1983,28-MAY-2021,BALRAJ SINGH,2023-10-18
20,34,Ca,,,,,,0,,,0+,107,,14,ms,0.107,0.014,B-,100,,B-2N,,,B-N,,,,,,,,9277.3463,50.4129,5537.6493,51.5698,-14355,503,-20010.587,402.922,3844.1978,65.2910,20153.8361,121.8229,8247.4967,0.8970,53972989,52.000,-25160.587,48.438,N,1997,20-Jun-2014,YANG DONG and  HUO JUNDE,2023-10-18
20,35,Ca,,,,,,0,,,(5/2-),22,,2,ms,0.022,0.002,B-,100,,B-2N,,,B-N,,,,,,,,12191.7329,171.9435,7716.2405,160.8251,-14586,431,-19120.375,525.042,1561.1058,167.3789,20789,431,8125.926,2.9130,54979978,172.000,-18650.375,160.217,N,1997,30-Apr-2022,Balraj Singh,2023-10-18
20,36,Ca,,,,,,0,,,0+,11,,2,ms,0.011,0.002,B-,100,,B-N,,,B-3N,,,,,,,,12005.458,360.2029,9260.3993,257.3236,-14556,650,-21490.39,649.86,2931.3336,296.6308,21270,559,8033.1654,4.4579,55985496,268.000,-13510.390,249.640,N,1997,25-Mar-2022,Balraj Singh,2023-10-18
20,37,Ca,,,,,,0,,,,620,GT,,ns,0.00000062,,B-2N,,,B-N,,,B-,,,,,,,,14820,438,10885,477,-15775,805,,,1121,471,21829,721,7912,7,56992958,429,-6560,400,Y,2009,12-APR-2010,BALRAJ SINGH,2023-10-18
20,38,Ca,,,,,,0,,,0+,620,GT,,ns,0.00000062,,B-N,,,B-,,,,,,,,,,,13949,535,11778,532,-16516,944,,,3042,640,22949,781,7828,9,57998357,537,-1530,500,Y,2009,12-Jan-2010,CAROLINE D. NESARAJA and  SCOTT D. GERAEDTS AND BALRAJ SINGH,2023-10-18
21,17,Sc,,,,,,0,,,,,,,,,,P,,,,,,,,,,,,,,-15619,361,-37491,447,-5454,280,17809.503,200.0,16101,361,-1598,200,7751,5,37995438,215,-4249,200,Y,,30-Sep-2017,JUN CHEN,2023-10-18
